	run	task	split	label	tn_count	fp_count	fn_count	tp_count	stratifier	stratum_key
90	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	destroyed	1029	0	24	2		
91	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	existed_after	161	146	89	659		
92	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	existed_before	223	129	113	590		
93	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	existed_during	65	81	19	890		
94	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	exists_as_physical	677	77	67	234		
95	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	instigation	596	92	100	267		
96	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	location_of_event	962	2	81	10		
97	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	makes_physical_contact	919	20	77	39		
98	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	manipulated_by_another	335	110	113	497		
99	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	predicate_changed_argument	532	127	146	250		
100	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	sentient	798	43	26	188		
101	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	stationary	1027	3	20	5		
102	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	volition	632	76	60	287		
103	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_macro_avg_	12031	1123	1280	4556		
104	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_micro_avg_	12031	1123	1280	4556		
105	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_0_	4365	379	484	1936	span_distance	0.0
106	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_1_	2240	203	253	796	span_distance	1.0
107	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_2_	1021	117	77	279	span_distance	2.0
108	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_3_	1005	94	124	307	span_distance	3.0
